Ens.ID	TPM.kidney	TPM.testis	TPM.heart	TPM.brain	TPM.muscle	TPM.colon	TPM.lung	TPM.spleen	TPM.liver
ENSMMUG00000015812	1.347645	0.41716	2.271398	7.379512	0.115677	35.52182	127.430691	388.434123	16.788702
ENSMMUG00000015813	0	0.648112	0	0.181592	0	0	0	0.264067	0
ENSMMUG00000015814	14.090988	7.309521	3.202209	57.658269	0.228772	23.686396	47.257178	28.844489	30.032602
ENSMMUG00000015815	6.693526	16.745987	4.619247	10.448722	13.382676	11.13692	10.114445	8.801816	8.560614
ENSMMUG00000015816	0.434751	1.103338	6.744917	8.573822	0	0.943881	12.987227	21.606823	0.589102
ENSMMUG00000015817	6.929884	1.509274	7.397451	11.251435	0.223284	6.38213	12.016728	21.66811	0.647104
ENSMMUG00000015819	0	0	0	0.398839	0	0	0.45553	10.949553	0
ENSMMUG00000015820	35.84786	22.238095	76.20469	99.651083	8.284034	119.631166	69.023601	72.377023	42.847872
ENSMMUG00000015822	32.878331	39.85143	6.015276	18.502888	4.242113	48.908096	49.40371	65.995852	22.313311
ENSMMUG00000015824	39.841858	29.02885	71.899719	47.738368	21.803727	69.27667	40.101316	44.615606	28.322589
ENSMMUG00000015825	0.031405	0.887441	14.484825	1.842008	0.408922	0	0.033208	0.055156	0
ENSMMUG00000015826	0.21043	0.500216	4.032287	0.190001	0.620708	0	0.669951	0.105167	0.229275
ENSMMUG00000015827	0	0.113024	0.069701	0.022873	0	0	0	0	0
ENSMMUG00000015828	11.632659	28.937233	5.9519	49.440794	1.905898	41.986989	92.812021	66.445245	14.420751
ENSMMUG00000015829	1.80543	5.554467	0.731306	1.766081	2.210184	0.933546	1.193528	1.863565	0.984667
ENSMMUG00000015830	84.035844	112.500938	10.632842	19.978105	28.907529	16.901243	18.788873	21.701577	16.97022
ENSMMUG00000015832	16.73842	233.253126	11.672057	12.153443	14.688163	31.556208	40.31666	33.534608	27.11644
ENSMMUG00000015833	0	0	0	0	0	0	0	0	0.316092
ENSMMUG00000015835	0	21.226786	0.1682	2.113067	0	1.377571	1.537754	3.659584	0.597413
ENSMMUG00000015836	0	0	0	0	0	1.853927	0	0	0
ENSMMUG00000015838	3.157832	2.089466	0	0.094467	0	0.489411	0.196048	1.394928	0
ENSMMUG00000015839	0	3.582447	0	0	0	0	0	4.153524	0
ENSMMUG00000015840	39.830267	16.154649	1.103716	2.26932	0	10.211609	3.690535	1.680555	6.1208
ENSMMUG00000015841	0	0.328699	0.128632	0	0	0	0	0.510772	0
ENSMMUG00000015842	26.690764	104.880144	16.363146	49.387452	7.165295	79.766221	85.710934	106.109147	28.59634
