Ens.ID	TPM.kidney	TPM.testis	TPM.heart	TPM.brain	TPM.muscle	TPM.colon	TPM.lung	TPM.spleen	TPM.liver
ENSBTAG00000007133	9.236508	18.216159	2.939237	17.795729	12.527415	8.414714	15.585175	20.127235	5.143899
ENSBTAG00000007135	0	0.999556	0	0	0	0	0	0	0
ENSBTAG00000007136	0.894072	2.302586	0.376273	24.235359	0.055275	0.168788	0.242373	0.645169	0.481035
ENSBTAG00000007137	18.824651	103.507335	6.319764	20.939995	6.823636	16.451659	22.001013	25.163175	9.3925
ENSBTAG00000007139	94.473328	82.421423	57.557218	196.881138	77.795939	50.463661	65.343859	30.9235	17.24249
ENSBTAG00000007140	0.365	0.31491	0.494346	0.216134	0	0.117387	0.457428	0.927298	0.557586
ENSBTAG00000007141	6.996822	92.501169	0.498593	1.568701	0.452096	6.035928	22.367912	2.972137	0.191173
ENSBTAG00000007142	10.451302	25.497791	2.261088	8.251698	2.606332	5.928598	4.999127	8.524779	10.294996
ENSBTAG00000007144	0.005922	0.295738	0	0.008785	0	0.132167	0.079026	0	0
ENSBTAG00000007145	0	0.017074	0	0.053054	0	0	0	0	0
ENSBTAG00000007146	0.109064	13.184411	0	0.027399	0	0	0.086338	0.012456	0
ENSBTAG00000007147	14.955602	4.607946	67.421751	40.558398	139.55517	50.345083	36.271194	3.014569	2.012213
ENSBTAG00000007148	1.699941	77.178693	0.373466	5.811419	1.478455	2.910849	2.147083	3.525287	1834.327519
ENSBTAG00000007149	7.189667	22.882887	0.950293	0.984887	1.23623	5.909442	17.181355	1.184855	0.7534
ENSBTAG00000007152	91.984647	191.739211	37.3614	70.04387	26.829086	199.060886	195.219817	110.88264	165.705499
ENSBTAG00000007153	12.909719	7.592377	11.574212	10.835904	7.206136	251.562549	1797.389929	2104.015849	353.8481
ENSBTAG00000007156	0.529579	1.770351	0.899387	174.102909	2.136659	2.697678	1.452884	4.303162	0.348514
ENSBTAG00000007158	55.145886	78.069023	22.6365	54.338477	23.119764	52.081295	102.556782	77.687227	42.712666
ENSBTAG00000007159	0.229231	0.326971	0.016864	0.126689	9.907004	0.45587	0.692283	1.253912	6.400087
ENSBTAG00000007160	37.576852	24.631457	26.692146	16.519297	15.479888	59.774799	58.422703	54.008256	26.192595
ENSBTAG00000007163	15.184488	4.02121	2.392375	20.497751	3.491969	27.693819	14.409284	17.818196	5.780717
ENSBTAG00000007164	23.566168	0.900945	0.257973	23.300274	0.402739	59.440376	30.81184	0.160139	49.881809
ENSBTAG00000007166	3.025839	5.701882	0.336603	60.903973	0.075551	5.120935	5.483421	5.095701	5.262345
ENSBTAG00000007167	9.941785	17.382008	1.267066	5.936228	5.648147	11.210354	17.312998	33.62047	9.989628
ENSBTAG00000007169	2.372944	0.168463	0.111023	0.012089	0	14.981249	56.275887	14.84496	0.286866
ENSBTAG00000007170	6.503172	9.683723	1.716852	10.342777	3.085767	9.077595	8.459625	3.919953	11.749334
ENSBTAG00000007172	84.344932	40.690749	261.303001	116.753325	319.58273	45.742336	61.37909	46.715214	147.081183
ENSBTAG00000007173	20.176189	11.558019	1.439442	11.928619	1.879708	18.662136	27.071949	31.416898	1.627242
ENSBTAG00000007175	3.528173	0.51513	0.333768	3.422091	0.312761	0.070803	0	0.033105	9.098475
ENSBTAG00000007176	2.724331	247.920603	0.454344	31.726848	0.360421	3.769961	8.798002	10.410473	2.649286
ENSBTAG00000007177	18.134278	6.129823	34.432041	9.924854	28.849785	52.44517	342.320862	10.028003	77.468178
ENSBTAG00000007181	45.185997	102.92871	43.416526	28.114004	1.762668	12.492162	51.8608	4.466355	23.313119
ENSBTAG00000007184	5.423855	3.27705	1.005343	2.06427	1.814263	6.02779	9.595482	11.157097	3.830591
ENSBTAG00000007186	5.070051	21.186107	1.411129	29.711677	0.993828	25.049756	6.127494	6.547099	1.730242
ENSBTAG00000007187	12.509565	3.99531	2.08656	67.966895	8.358724	23.255188	79.120136	8.63099	6.41036
ENSBTAG00000007189	12.870276	51.141729	10.421456	15.579575	20.239566	17.50334	20.5886	34.875272	7.210319
ENSBTAG00000007190	1.79594	12.151398	0.161517	1.033661	1.272675	1.26369	2.069586	4.258601	2.070387
ENSBTAG00000007191	5.302328	12.665384	5.542561	1.872884	1.04745	252.815394	164.954291	160.169953	34.450801
ENSBTAG00000007192	8.353349	166.610106	5.353698	21.823376	7.809699	19.505784	19.821378	14.208622	4.721797
ENSBTAG00000007193	2.389891	1.001546	7.410634	1.253695	3.98045	10.180457	43.093229	13.825679	384.935996
ENSBTAG00000007194	0	0.808866	0	0	0	100.780221	0	0	0
ENSBTAG00000007195	0.602332	0.560968	0	0	0	864.429033	0.088288	0.038667	0.246133
ENSBTAG00000007196	78.743086	65.081149	43.724664	5.958287	94.375181	2108.882931	424.688311	320.452132	20.502576
ENSBTAG00000007199	0	0	0	0	0	0	0	0	0
ENSBTAG00000007200	2.305687	375.114598	0.230246	1.083191	0.095831	1.522162	0.689071	1.264317	0.134351
ENSBTAG00000007201	12.63106	14.659139	8.434389	9.832236	19.002049	14.593239	12.229298	14.474923	8.800871
ENSBTAG00000007202	25.650233	10.892309	14.249963	27.328303	17.841972	34.448838	40.197261	29.625561	24.085913
ENSBTAG00000007203	54.127655	113.675465	16.008414	32.702998	15.30858	106.15656	87.6621	80.460666	54.630342
ENSBTAG00000007204	1.66939	7.279218	0.119042	1.458436	0.079896	3.425101	71.197179	0.087024	0.108596
ENSBTAG00000007206	6.038319	14.473383	5.722415	19.128709	27.91262	2.677799	8.590445	1.220031	7.287687
